sample_idx,method,mh_enabled,original_token,corrupted_token,predicted_token,success,l2_dist,kl_div
55,random,True, Orleans, ignorant, Ou,False,0.8911281824111938,4.751011371612549
55,random,False, Orleans, ignorant,iddi,False,0.9069033265113831,1.978191614151001
56,policy,True,",",logg,son,False,0.5419588088989258,1.9347875118255615
56,policy,False,",",logg,<|reserved_special_token_118|>,False,0.35408544540405273,0.8303716778755188
56,grad_norm_preserved_random_dir,True,",",logg, ub,False,0.686697244644165,1.9842164516448975
56,grad_norm_preserved_random_dir,False,",",logg," {
",False,0.35684365034103394,1.4298501014709473
56,random,True,",",logg, Knights,False,0.698788046836853,3.4661178588867188
56,random,False,",",logg,्‍,False,0.6995635628700256,1.676714301109314
57,policy,True, Although,battery,otyp,False,0.8265538215637207,5.572386741638184
57,policy,False, Although,battery,(states,False,0.7624648213386536,3.7665042877197266
57,grad_norm_preserved_random_dir,True, Although,battery,/es,False,0.8172418475151062,4.311830520629883
57,grad_norm_preserved_random_dir,False, Although,battery,�,False,0.5515013337135315,3.850282907485962
57,random,True, Although,battery, Ю,False,0.8231869339942932,6.7134575843811035
57,random,False, Although,battery,(tokens,False,0.7928559184074402,5.804650783538818
58,policy,True, facility,"="""",", theatre,False,0.7367716431617737,0.07999764382839203
58,policy,False, facility,"="""",",.nextLine,False,0.8761590123176575,5.889624118804932
58,grad_norm_preserved_random_dir,True, facility,"="""",", area,False,0.6643128395080566,0.1213446781039238
58,grad_norm_preserved_random_dir,False, facility,"="""",",]=],False,0.6300421357154846,4.698424816131592
58,random,True, facility,"="""",", grille,False,0.8556915521621704,0.3730689287185669
58,random,False, facility,"="""",", CharSet,False,0.7954486608505249,4.268771171569824
59,policy,True, blacks, Notre, all,False,0.7728590369224548,5.624627590179443
59,policy,False, blacks, Notre,<|reserved_special_token_8|>,False,0.6627503633499146,3.21429443359375
59,grad_norm_preserved_random_dir,True, blacks, Notre, resources,False,0.8050283193588257,2.0542445182800293
59,grad_norm_preserved_random_dir,False, blacks, Notre,<|reserved_special_token_218|>,False,0.6627503633499146,3.21429443359375
59,random,True, blacks, Notre, Jew,False,0.8851920366287231,4.545173168182373
59,random,False, blacks, Notre,сі,False,0.8499017357826233,6.7991766929626465
60,policy,True, Rodgers,Trigger,Trigger,False,0.8633217811584473,1.611073613166809
60,policy,False, Rodgers,Trigger,(cube,False,0.8328758478164673,4.377923965454102
60,grad_norm_preserved_random_dir,True, Rodgers,Trigger,Trigger,False,0.8633217811584473,1.611073613166809
60,grad_norm_preserved_random_dir,False, Rodgers,Trigger,átku,False,0.6506435871124268,1.9843071699142456
60,random,True, Rodgers,Trigger, Definition,False,0.8597407937049866,2.6695556640625
60,random,False, Rodgers,Trigger,ındır,False,0.8286475539207458,3.6302237510681152
61,policy,True, of,Viet, мире,False,0.670932948589325,10.06459903717041
61,policy,False, of,Viet,useRal,False,0.3065550625324249,11.470630645751953
61,grad_norm_preserved_random_dir,True, of,Viet, &___,False,0.43255290389060974,11.107860565185547
61,grad_norm_preserved_random_dir,False, of,Viet,구글상위,False,0.37596866488456726,19.722888946533203
61,random,True, of,Viet,*u,False,0.586920440196991,12.342098236083984
61,random,False, of,Viet, мам,False,0.6536510586738586,15.269929885864258
62,policy,True, land,_Build,_Build,False,0.7479076385498047,4.648979187011719
62,policy,False, land,_Build,<|eot_id|>,False,0.49697282910346985,3.4577603340148926
62,grad_norm_preserved_random_dir,True, land,_Build,acy,False,0.6869224905967712,1.3411791324615479
62,grad_norm_preserved_random_dir,False, land,_Build,<|reserved_special_token_201|>,False,0.49697282910346985,3.4577603340148926
62,random,True, land,_Build, inventory,False,0.7114530801773071,1.0458625555038452
62,random,False, land,_Build,pm,False,0.6807693243026733,0.7956560850143433
63,policy,True, each,-variable,ndon,False,0.7999690175056458,6.845178604125977
63,policy,False, each,-variable,<|reserved_special_token_200|>,False,0.48103243112564087,7.231915473937988
63,grad_norm_preserved_random_dir,True, each,-variable, months,False,0.6818186044692993,10.8251953125
63,grad_norm_preserved_random_dir,False, each,-variable, nghị,False,0.7373026013374329,7.936916828155518
63,random,True, each,-variable,ọi,False,0.7423798441886902,2.2944109439849854
63,random,False, each,-variable, privat,False,0.8189358115196228,9.738198280334473
64,policy,True, direction, CRA, velocity,False,0.706420361995697,0.42842209339141846
64,policy,False, direction, CRA,글상위,False,0.5291838049888611,0.58375084400177
64,grad_norm_preserved_random_dir,True, direction, CRA, writing,False,0.6798525452613831,1.0011643171310425
64,grad_norm_preserved_random_dir,False, direction, CRA,<|reserved_special_token_83|>,False,0.5299208164215088,1.9561808109283447
64,random,True, direction, CRA, brink,False,0.8575779795646667,1.0307729244232178
64,random,False, direction, CRA, ALL,False,0.7216804027557373,3.8901710510253906
65,policy,True, caused,صد,صد,False,0.829912543296814,5.8206095695495605
65,policy,False, caused,صد,<|reserved_special_token_0|>,False,0.5882273316383362,1.3917683362960815
65,grad_norm_preserved_random_dir,True, caused,صد,صد,False,0.829912543296814,5.8206095695495605
65,grad_norm_preserved_random_dir,False, caused,صد,�,False,0.5882273316383362,1.3917683362960815
65,random,True, caused,صد,ást,False,0.8209069967269897,2.3778481483459473
65,random,False, caused,صد, جمع,False,0.859451413154602,4.745442867279053
66,policy,True, commission,ชม, investors,False,0.7671607732772827,2.6439409255981445
66,policy,False, commission,ชม,ensex,False,0.7335132360458374,3.345503091812134
66,grad_norm_preserved_random_dir,True, commission,ชม,<|reserved_special_token_135|>,False,0.528753936290741,3.7659783363342285
66,grad_norm_preserved_random_dir,False, commission,ชม,"!"";
",False,0.5799127221107483,7.0486979484558105
66,random,True, commission,ชม, friendly,False,0.7278163433074951,6.4266557693481445
66,random,False, commission,ชม, Bien,False,0.8313577175140381,5.661153793334961
67,policy,True, of, prolonged,-owned,False,0.6982254385948181,1.8041770458221436
67,policy,False, of, prolonged,<|reserved_special_token_229|>,False,0.3066396415233612,3.4619030952453613
67,grad_norm_preserved_random_dir,True, of, prolonged, doğru,False,0.7041020393371582,4.270357131958008
67,grad_norm_preserved_random_dir,False, of, prolonged,İTESİ,False,0.30661851167678833,3.229335308074951
67,random,True, of, prolonged, using,False,0.5040965676307678,0.9988403916358948
67,random,False, of, prolonged, JavaScript,False,0.6915233135223389,5.976981163024902
68,policy,True, Americans, directed, Rates,False,0.769181489944458,0.46132293343544006
68,policy,False, Americans, directed,�,False,0.5701838135719299,1.5351519584655762
68,grad_norm_preserved_random_dir,True, Americans, directed,sınız,False,0.683120846748352,0.6543638706207275
68,grad_norm_preserved_random_dir,False, Americans, directed, připoj,False,0.5779648423194885,4.645141124725342
68,random,True, Americans, directed, Options,False,0.7413759827613831,0.49431803822517395
68,random,False, Americans, directed, مغ,False,0.8335038423538208,14.509567260742188
69,policy,True, convicted,vrd, understands,False,0.8975971937179565,2.785996675491333
69,policy,False, convicted,vrd,นม,False,0.8977318406105042,4.794466972351074
69,grad_norm_preserved_random_dir,True, convicted,vrd,кие,False,0.901340901851654,3.1978936195373535
69,grad_norm_preserved_random_dir,False, convicted,vrd, ;;=,False,0.7125163078308105,5.024407386779785
69,random,True, convicted,vrd, účet,False,0.8493983149528503,1.875983476638794
69,random,False, convicted,vrd, bargain,False,0.9194413423538208,2.9507195949554443
