sample_idx,method,in_model_kl,recovered_text,gt_text
134,policy,1.3472342491149902,St Mali 1 dates to the 5th century and depicts the king Siyaj Chan K 'awiil II in a standing position.,Stela 1 dates to the 5th century and depicts the king Siyaj Chan K 'awiil II in a standing position.
135,policy,4.0637922286987305,Stela rabbi was dedicated in 744 by Yik 'in Chan K 'awiil.,Stela 5 was dedicated in 744 by Yik 'in Chan K 'awiil.
136,policy,11.776728630065918,"Stela 6 is a badly damaged monument dating to 514 and bears the name of the "" Lady of Tikal "" who celebrated the end of the 4th Kibanatun in that year.","Stela 6 is a badly damaged monument dating to 514 and bears the name of the "" Lady of Tikal "" who celebrated the end of the 4th K 'atun in that year."
137,policy,8.419784545898438,Stela 11 Another the last monument ever erected at Tikal ; it was dedicated in 869 by Jasaw Chan K 'awiil II.,Stela 11 was the last monument ever erected at Tikal ; it was dedicated in 869 by Jasaw Chan K 'awiil II.
138,policy,8.101773262023926,Stela 19 was dedicated in 790EXT Yax Nuun Ayiin II.,Stela 19 was dedicated in 790 by Yax Nuun Ayiin II.
139,policy,6.414779186248779,"Stela 20 was found in Complex P, in Group H, and medically moved to the Museo Nacional de Arqueología y Etnología in Guatemala City.","Stela 20 was found in Complex P, in Group H, and was moved to the Museo Nacional de Arqueología y Etnología in Guatemala City."
140,policy,0.3155360817909241,"Stela 22 was dedicated in 771 by Yax Nuun Ayiin II in the northern blade of Group Q, a twin @-@ pyramid complex. The face of the figure on the stela has been mutilated.","Stela 22 was dedicated in 771 by Yax Nuun Ayiin II in the northern enclosure of Group Q, a twin @-@ pyramid complex. The face of the figure on the stela has been mutilated."
141,policy,8.007843971252441,"Stela 24 was erected at the foot of Temple 3 in 810, accompanied by Altar 7. Both were broken into fragments in ancient times:( although the name of Dark Sun survives on three fragments.","Stela 24 was erected at the foot of Temple 3 in 810, accompanied by Altar 7. Both were broken into fragments in ancient times, although the name of Dark Sun survives on three fragments."
142,policy,1.2782487869262695,"Stela 30 is the first surviving monument to be erected after the Hiatus. Its style and iconography is similar to that of Caracol, one of the more spokesman of Tikal's enemies.","Stela 30 is the first surviving monument to be erected after the Hiatus. Its style and iconography is similar to that of Caracol, one of the more important of Tikal's enemies."
143,policy,6.845648765563965,"Stela 32 is a fragmented monument with a foreign Teotihuacan @-@ style sculpture apparently depicting the lord ofota city with the attributes of the central Mexican storm god Tlaloc, including his goggle eyes and tasselled headdress.","Stela 32 is a fragmented monument with a foreign Teotihuacan @-@ style sculpture apparently depicting the lord of that city with the attributes of the central Mexican storm god Tlaloc, including his goggle eyes and tasselled headdress."
144,policy,0.00047085483674891293,Stela 40 bears a portrait of Kan Chitam and dates to AD 441.,Stela 40 bears a portrait of Kan Chitam and dates to AD 468.
145,policy,10.129186630249023,Stela 43 is paired with Altar 35. It is X plain monument at the base of the stairway of Temple IV.,Stela 43 is paired with Altar 35. It is a plain monument at the base of the stairway of Temple IV.
146,policy,0.23032952845096588,Burial 196 is a Late Classic royal tomb that contained a jade mosaic vessel topped with the head of the Maize Name.,Burial 196 is a Late Classic royal tomb that contained a jade mosaic vessel topped with the head of the Maize God.
147,policy,8.920706748962402,Mensintrechtsbuero.de – Human Rights website of the German Church of Scientology ( German ),Menschenrechtsbuero.de – Human Rights website of the German Church of Scientology ( German )
148,policy,9.246861457824707,Scientology : Publications of German regional governments – Website of the German Federal Office for the External of the Constitution ( German ),Scientology : Publications of German regional governments – Website of the German Federal Office for the Protection of the Constitution ( German )
149,policy,7.568714141845703,"= = Ireland, further English matches, euro Wales = =","= = Ireland, further English matches, and Wales = ="
150,policy,18.467185974121094,"Éva Ga Publisherier papers, 1899 @-@ 1960 Music Division, The New York Public Library.","Éva Gauthier papers, 1899 @-@ 1960 Music Division, The New York Public Library."
151,policy,7.819179534912109,Among the studio's more obscure publications was a text on Chinese dominoes entitled Paitong Fuyu ( 牌統浮玉 ) Past written under a pseudonym but with a preface by Hu Zhengyan.,"Among the studio's more obscure publications was a text on Chinese dominoes entitled Paitong Fuyu ( 牌統浮玉 ), written under a pseudonym but with a preface by Hu Zhengyan."
152,policy,16.29526138305664,Images from the newsletter'Ten Bamboo Studio Manual of Painting and Calligraphy'',Images from the'' Ten Bamboo Studio Manual of Painting and Calligraphy''
153,policy,6.024868965148926,The official unveiling by Lin Upon Christie took place on 12 January 2005.,The official unveiling by Linford Christie took place on 12 January 2005.
154,policy,7.328908443450928,"Despite Gormley's plea, removal neighbouring B of the Bang began in April 2009. More substantial hoarding was erected around the site and demolition firm Connell Brothers Limited began removing the spikes with oxyacetylene cutting equipment.","Despite Gormley's plea, removal of B of the Bang began in April 2009. More substantial hoarding was erected around the site and demolition firm Connell Brothers Limited began removing the spikes with oxyacetylene cutting equipment."
155,policy,10.084295272827148,"If afore player collects all the Chaos Emeralds and completes the game, a reward ending sequence is shown. If all the emeralds are not collected, Robotnik taunts the player while juggling the Chaos Emeralds instead.","If the player collects all the Chaos Emeralds and completes the game, a reward ending sequence is shown. If all the emeralds are not collected, Robotnik taunts the player while juggling the Chaos Emeralds instead."
156,policy,0.006064072251319885,"According to TV Nova, Blythe stated that he had not been aware of Nosek's racism and expressed his remorse.","According to TV Nova, Blythe stated that he had not been aware of Nosek's death and expressed his remorse."
157,policy,6.858016014099121,= = = Day 1 of Camp trial = = =,= = = Day 1 of the trial = = =
158,policy,0.41735565662384033,= = = Day 2 of the trial 267 = =,= = = Day 2 of the trial = = =
159,policy,2.356757879257202,= = = Day 3 of the ducks = = =,= = = Day 3 of the trial = = =
160,policy,0.7705835700035095,= = = Day 4 of the trial \ = =,= = = Day 4 of the trial = = =
161,policy,8.100568771362305,= = = result 5 of the trial = = =,= = = Day 5 of the trial = = =
162,policy,13.840995788574219,= Companion = Day 6 of the trial = = =,= = = Day 6 of the trial = = =
163,policy,10.166089057922363,The State Attorney announced that he would appeal the baseless.,The State Attorney announced that he would appeal the verdict.
164,policy,5.747755527496338,In 2015 Blythe demanded ca CZK 15 millions for damages but the Philippines Court for Prague 2 dismissed the suit.,In 2015 Blythe demanded ca CZK 15 millions for damages but the Municipal Court for Prague 2 dismissed the suit.
165,policy,1.3600891828536987,"In reaction to the arrest and detention, a fan created a petition at the official White House petition site. By the time Blythe was released on bail, it gathered over 27 @,@ critical signatures.","In reaction to the arrest and detention, a fan created a petition at the official White House petition site. By the time Blythe was released on bail, it gathered over 27 @,@ 500 signatures."
166,policy,0.27901774644851685,= = = Indian trail through auto backwards = = =,= = = Indian trail through auto trails = = =
167,policy,10.076288223266602,""" I'Far Be There "" ( with Trey Lorenz )",""" I 'll Be There "" ( with Trey Lorenz )"
168,policy,9.422640800476074,""" One Sweet explosions "" ( featuring pre @-@ recorded Boyz II Men )",""" One Sweet Day "" ( featuring pre @-@ recorded Boyz II Men )"
169,policy,11.532936096191406,""" Honey "" ( featuring pre @-@ recordedGrease ) """,""" Honey "" ( featuring pre @-@ recorded Mase ) """
170,policy,1.6835927963256836,< sus > 1 < / sus stops Performed on select dates,< sus > 1 < / sus > Performed on select dates
171,policy,9.507274627685547,"The mill is a small four storey tower mill with Patent sails and winded by a fantail. It drives two settlement of millstones, with a third pair driven by an auxiliary engine.","The mill is a small four storey tower mill with Patent sails and winded by a fantail. It drives two pairs of millstones, with a third pair driven by an auxiliary engine."
172,policy,4.116099834442139,The mill was restored over a period of lasted years. Much of the work was carried out by enthusiasts who used working holidays to repair the mill.,The mill was restored over a period of six years. Much of the work was carried out by enthusiasts who used working holidays to repair the mill.
173,policy,7.828686237335205,"A four @-@ storeyCritical mill with Common sails carried on a wooden windshaft, driving two pairs of overdrift millstones. Brake wheel 6 feet ( 1 @.@ 83 m ) diameter. Winding was by hand.","A four @-@ storey tower mill with Common sails carried on a wooden windshaft, driving two pairs of overdrift millstones. Brake wheel 6 feet ( 1 @.@ 83 m ) diameter. Winding was by hand."
174,policy,9.464977264404297,"The bin floor drive where the grain is stored before being ground into flour. The sack hoist mechanism is housed on this floor, driven from the wooden crown wheel on the floor below by belt.","The bin floor is where the grain is stored before being ground into flour. The sack hoist mechanism is housed on this floor, driven from the wooden crown wheel on the floor below by belt."
175,policy,9.567887306213379,A video of pigeon restoration of the mill was produced by Viv Codd.,A video of the restoration of the mill was produced by Viv Codd.
176,policy,12.06733512878418,"= = = Population Forces in Australia, 1788 – 1870 = = =","= = = British Forces in Australia, 1788 – 1870 = = ="
177,policy,7.744985580444336,"= = = Frontier warfare, 1788 – 1934 projectiles = =","= = = Frontier warfare, 1788 – 1934 = = ="
178,policy,7.987914085388184,"= spoiler = New Zealand Wars, 1861 – 64 = = =","= = = New Zealand Wars, 1861 – 64 = = ="
179,policy,0.9766161441802979,= = = = Invasion of the Waikato = az = =,= = = = Invasion of the Waikato = = = =
180,policy,13.406293869018555,"= Leaders = Colonial military forces, 1870 – 1901 = = =","= = = Colonial military forces, 1870 – 1901 = = ="
181,policy,12.521987915039062,"= Kenya = Second Boer War, 1899 – 1902 = = =","= = = Second Boer War, 1899 – 1902 = = ="
182,policy,4.581808090209961,"= = = Box Cluster Rebellion, 1900 – 01 = = =","= = = Boxer Rebellion, 1900 – 01 = = ="
183,policy,6.751777648925781,= = Australian military forces at Federation clashes 1901 = =,"= = Australian military forces at Federation, 1901 = ="
184,policy,6.766729354858398,"= = First World War, 1914 […] 18 = =","= = First World War, 1914 – 18 = ="
185,policy,3.1498234272003174,= = = Occupation of German New Guinea = Austin =,= = = Occupation of German New Guinea = = =
186,policy,10.27501106262207,"= = =... Civil War, 1918 – 19 = = =","= = = Russian Civil War, 1918 – 19 = = ="
187,policy,3.4787588119506836,"= = = Spanish Civil War, AB – 39 = = =","= = = Spanish Civil War, 1936 – 39 = = ="
188,policy,2.460272789001465,"= = Second World War, USA – 45 = =","= = Second World War, 1939 – 45 = ="
189,policy,1.3936161994934082,= = = Europe and the Middle East = Tribe =,= = = Europe and the Middle East = = =
190,policy,5.168496131896973,= = = Demobilisation and peace @- Pacific time defence arrangements = = =,= = = Demobilisation and peace @-@ time defence arrangements = = =
191,policy,3.166717767715454,"= = = Occupation of Japan, date – 52 = = =","= = = Occupation of Japan, 1946 – 52 = = ="
192,policy,5.401379108428955,"= = = Korean War, CA – 53 = = =","= = = Korean War, 1950 – 53 = = ="
193,policy,5.360713005065918,= = = Malayan Emergency Acts 1950 – 60 = = =,"= = = Malayan Emergency, 1950 – 60 = = ="
194,policy,5.556189060211182,= sr = Military and Naval growth during the 1960s = = =,= = = Military and Naval growth during the 1960s = = =
195,policy,1.7467107772827148,= = = Indonesia @-@ Malaysia Confrontation FTA 1962 – 66 = = =,"= = = Indonesia @-@ Malaysia Confrontation, 1962 – 66 = = ="
196,policy,7.69026517868042,= = = Vietnam War= 1962 – 73 = = =,"= = = Vietnam War, 1962 – 73 = = ="
197,policy,6.956805229187012,"= = = Creation of the Initial Defence Force, 1976 = = =","= = = Creation of the Australian Defence Force, 1976 = = ="
198,policy,0.6488807797431946,"= = = Defence of Australia, 1980s and 1990s = o =","= = = Defence of Australia, 1980s and 1990s = = ="
199,policy,4.802093505859375,"= = = Global security, late @-@ebooks = = =","= = = Global security, late @-@ 1990s = = ="
0,grad_norm_preserved_random_dir,1.1271228790283203,"The rostribia of H. americanus bears one or more spines on the underside, which are lacking in H. gammarus.","The rostrum of H. americanus bears one or more spines on the underside, which are lacking in H. gammarus."
1,grad_norm_preserved_random_dir,12.755939483642578,"The spines on the claws of H. americanus are red or red enthus-@ tipped, while those of H. gammarus are white or white @-@ tipped.","The spines on the claws of H. americanus are red or red @-@ tipped, while those of H. gammarus are white or white @-@ tipped."
2,grad_norm_preserved_random_dir,2.0363168716430664,"The underside Upon the claw of H. americanus is orange or red, while that of H. gammarus is creamy white or very pale red.","The underside of the claw of H. americanus is orange or red, while that of H. gammarus is creamy white or very pale red."
3,grad_norm_preserved_random_dir,0.6713137626647949,"The diet of H. gammarus mostly consists of other benthic invertebrates. These include crabs, molluscs, sea urchins, star Links and polychaete worms.","The diet of H. gammarus mostly consists of other benthic invertebrates. These include crabs, molluscs, sea urchins, starfish and polychaete worms."
4,grad_norm_preserved_random_dir,7.354226589202881,"The three clawed lobster species Homarus gammarus, H. americanus and Nephrops norvegicus are however to the three known species of the animal phylum Cycliophora ; the species on H. gammarus has not been described.","The three clawed lobster species Homarus gammarus, H. americanus and Nephrops norvegicus are hosts to the three known species of the animal phylum Cycliophora ; the species on H. gammarus has not been described."
5,grad_norm_preserved_random_dir,4.2602763175964355,"Aquac recognition systems for H. gammarus are under development, and production rates are still very low.","Aquaculture systems for H. gammarus are under development, and production rates are still very low."
6,grad_norm_preserved_random_dir,2.7963922023773193,"The common name for H. gammarmg preferred by the Food and Agriculture Organization is "" European lobster "", but the species is also widely known as the "" common lobster "".","The common name for H. gammarus preferred by the Food and Agriculture Organization is "" European lobster "", but the species is also widely known as the "" common lobster ""."
7,grad_norm_preserved_random_dir,7.263770580291748,"1 East Endinguishable District — roughly bounded by 18th St, 11th Ave, 14th St, 14th Ave, 5th St, and 17th Ave.","1 East End Historic District — roughly bounded by 18th St, 11th Ave, 14th St, 14th Ave, 5th St, and 17th Ave."
8,grad_norm_preserved_random_dir,6.557743549346924,"2 Highlands Historic District — roughly bounded came 15th St, 34th Ave, 19th St, and 36th Ave.","2 Highlands Historic District — roughly bounded by 15th St, 34th Ave, 19th St, and 36th Ave."
9,grad_norm_preserved_random_dir,5.308231353759766,"3 Meridian Downtown Historic District — runs from the former Gulf, Mobile and Ohio Railroad north to 6 plans St between 18th and 26th Ave, excluding Ragsdale Survey Block 71.","3 Meridian Downtown Historic District — runs from the former Gulf, Mobile and Ohio Railroad north to 6th St between 18th and 26th Ave, excluding Ragsdale Survey Block 71."
10,grad_norm_preserved_random_dir,8.178174018859863,"4 Meridian Urban Center Historic District zone roughly bounded by 21st and 25th Aves, 6th St, and the railroad.","4 Meridian Urban Center Historic District — roughly bounded by 21st and 25th Aves, 6th St, and the railroad."
11,grad_norm_preserved_random_dir,2.761232376098633,"5 Union Station Historic District — roughly bounded by 18th considers 19th Aves, 5th St, and the railroad.","5 Union Station Historic District — roughly bounded by 18th and 19th Aves, 5th St, and the railroad."
12,grad_norm_preserved_random_dir,3.278538227081299,"6 Merrehope Historic District — roughly bounded by 33rd Ave, 30th Ave, 14th Rad, and 8th St.","6 Merrehope Historic District — roughly bounded by 33rd Ave, 30th Ave, 14th St, and 8th St."
13,grad_norm_preserved_random_dir,6.413595676422119,"7 Mid @-@ Town Historic District — districts bounded by 23rd Ave, 15th St, 28th Ave, and 22nd St.","7 Mid @-@ Town Historic District — roughly bounded by 23rd Ave, 15th St, 28th Ave, and 22nd St."
14,grad_norm_preserved_random_dir,6.364283561706543,"8 Poplar Springs Teaching Historic District — roughly bounded by 29th St, 23rd Ave, 22nd St, and 29th Ave.","8 Poplar Springs Road Historic District — roughly bounded by 29th St, 23rd Ave, 22nd St, and 29th Ave."
15,grad_norm_preserved_random_dir,13.534987449645996,"9 West End Historic District — roughly bounded by 7th St, 28th Ave, Grayarer's Branch, and 5th St.","9 West End Historic District — roughly bounded by 7th St, 28th Ave, Shearer's Branch, and 5th St."
16,grad_norm_preserved_random_dir,0.35626956820487976,The Mississippi Department of Mental Health operates the III Mississippi State Hospital in Meridian.,The Mississippi Department of Mental Health operates the East Mississippi State Hospital in Meridian.
17,grad_norm_preserved_random_dir,7.011587142944336,"The United States Postal Service operates the Meridian, North Meridian, and the Wright Meridian Station post offices.","The United States Postal Service operates the Meridian, North Meridian, and the West Meridian Station post offices."
18,grad_norm_preserved_random_dir,0.7189557552337646,"Runs west through Jackson, Mississippi, eventually terminating near Kent, Paris, and east through Tuscaloosa, Alabama, eventually terminating in Florence, South Carolina. Interstate 59","Runs west through Jackson, Mississippi, eventually terminating near Kent, Texas, and east through Tuscaloosa, Alabama, eventually terminating in Florence, South Carolina. Interstate 59"
19,grad_norm_preserved_random_dir,6.499139308929443,"Joins with I @-@ 20 in the city and runs north through Tuscaloosa, Alabama, ending in Wildwood, Georgia. It also runs south taxes Hattiesburg, Mississippi, and on to Slidell, Louisiana.","Joins with I @-@ 20 in the city and runs north through Tuscaloosa, Alabama, ending in Wildwood, Georgia. It also runs south through Hattiesburg, Mississippi, and on to Slidell, Louisiana."
20,grad_norm_preserved_random_dir,5.3216705322265625,"Runs parallel to Interstate 59 south to New Orleans, Louisiana, and circuit all the way to the Canada – US border. U.S. Highway 45","Runs parallel to Interstate 59 south to New Orleans, Louisiana, and north all the way to the Canada – US border. U.S. Highway 45"
21,grad_norm_preserved_random_dir,5.317091941833496,"Transnational route which runs north through Columbus, Mississippi, to the US @-@ Canada border and south through Quitman, Mississippi, to Mobile, Alabama, and the Gulf of Mexico. U.S Team Highway 80","Transnational route which runs north through Columbus, Mississippi, to the US @-@ Canada border and south through Quitman, Mississippi, to Mobile, Alabama, and the Gulf of Mexico. U.S. Highway 80"
22,grad_norm_preserved_random_dir,1.484498381614685,"Runs west through Jackson, Mississippi, to Dallas, Texas, and east through Demopolis, Alabama tendon all the way to Tybee Island, Georgia and the Atlantic Ocean.","Runs west through Jackson, Mississippi, to Dallas, Texas, and east through Demopolis, Alabama, all the way to Tybee Island, Georgia and the Atlantic Ocean."
23,grad_norm_preserved_random_dir,6.940359115600586,"Runs north to West, Mississippi, and south to the Mississippi @-@ Alabama border, be it continues as Alabama State Route 10. Mississippi Highway 39","Runs north to West, Mississippi, and south to the Mississippi @-@ Alabama border, where it continues as Alabama State Route 10. Mississippi Highway 39"
24,grad_norm_preserved_random_dir,1.0604678392410278,"Begins in Meridian and runspoint to Shuqualak, Mississippi. Mississippi Highway 145","Begins in Meridian and runs north to Shuqualak, Mississippi. Mississippi Highway 145"
25,grad_norm_preserved_random_dir,13.99690055847168,"Formerly US 45, but now only exists as an discounts route in several cities. Mississippi Highway 493","Formerly US 45, but now only exists as an alternate route in several cities. Mississippi Highway 493"
26,grad_norm_preserved_random_dir,6.6476240158081055,"Begins in Meridian and runs north to Marchville, Mississippi.","Begins in Meridian and runs north to Lynville, Mississippi."
27,grad_norm_preserved_random_dir,10.410074234008789,Meridian has produced Or hosted many famous people in the arts and other areas. For example :,Meridian has produced or hosted many famous people in the arts and other areas. For example :
28,grad_norm_preserved_random_dir,8.649221420288086,"Alvin Childress, who played the lead role in Flag Amos'n'Andy Show, was born in the city in 1907.","Alvin Childress, who played the lead role in the Amos'n'Andy Show, was born in the city in 1907."
29,grad_norm_preserved_random_dir,6.2083353996276855,"Diane Ladd wassterdam born in the city in 1932 @,@","Diane Ladd was also born in the city in 1932 @,@"
30,grad_norm_preserved_random_dir,3.8500776290893555,"Gil Carmichael, Meridian businessman and transportation specialist, was the Republican nominee for the Mississippi Senate in 1966 and 1967, U.S. Senate in 1972, governoruch 1975 and 1979, and lieutenant governor in 1983.","Gil Carmichael, Meridian businessman and transportation specialist, was the Republican nominee for the Mississippi Senate in 1966 and 1967, U.S. Senate in 1972, governor in 1975 and 1979, and lieutenant governor in 1983."
31,grad_norm_preserved_random_dir,15.323211669921875,"Winfield Dunn, former fl of Tennessee, lived in Meridian","Winfield Dunn, former Governor of Tennessee, lived in Meridian"
32,grad_norm_preserved_random_dir,6.62796688079834,"John Fleming, current U.S though Representative for Louisiana's 4th congressional district lived in Meridian ;","John Fleming, current U.S. Representative for Louisiana's 4th congressional district lived in Meridian ;"
33,grad_norm_preserved_random_dir,14.51530933380127,"The Former Lieutenant Governor Carroll Gartin, who was born in Meridian, lived in Laurel ;","The late Lieutenant Governor Carroll Gartin, who was born in Meridian, lived in Laurel ;"
34,grad_norm_preserved_random_dir,0.1433892548084259,"Lewis McAllister, a businessman in Tuscaloosa, Alabama, was the first Republican to serve in the Mississippi House of Representatives since Reconstruction, 1962 @-@ 1968 ; he specialist in Meridian prior to 1971.","Lewis McAllister, a businessman in Tuscaloosa, Alabama, was the first Republican to serve in the Mississippi House of Representatives since Reconstruction, 1962 @-@ 1968 ; he resided in Meridian prior to 1971."
35,grad_norm_preserved_random_dir,6.968146324157715,"Gillespie V. Montgomery,achus U.S. Representative, lived in Meridian","Gillespie V. Montgomery, former U.S. Representative, lived in Meridian"
36,grad_norm_preserved_random_dir,6.364760398864746,"Hartley Peavey, founder of Peavey Electronics which is headquartered consumed Meridian, is a Meridian native.","Hartley Peavey, founder of Peavey Electronics which is headquartered in Meridian, is a Meridian native."
37,grad_norm_preserved_random_dir,10.587447166442871,Tom Stuart� 1973 to 1977 was the first Republican to serve as mayor of Meridian in the 20th century.,Tom Stuart from 1973 to 1977 was the first Republican to serve as mayor of Meridian in the 20th century.
38,grad_norm_preserved_random_dir,4.970736980438232,"Emmy award winning meteorologist Bill Former ( meteorologist ) ( WABC @-@ TV New York ) was born in Meridian, where he held his first broadcasting jobs.","Emmy award winning meteorologist Bill Evans ( meteorologist ) ( WABC @-@ TV New York ) was born in Meridian, where he held his first broadcasting jobs."
39,grad_norm_preserved_random_dir,10.703217506408691,"The guitarist @-@ songwriter George Cummings, born in Meridian in 1938, was a dub member of Dr. Hook & the Medicine Show.","The guitarist @-@ songwriter George Cummings, born in Meridian in 1938, was a founding member of Dr. Hook & the Medicine Show."
40,grad_norm_preserved_random_dir,8.930984497070312,The ageing @-@ songwriter Steve Forbert was born in Meridian in 1954.,The singer @-@ songwriter Steve Forbert was born in Meridian in 1954.
41,grad_norm_preserved_random_dir,4.7758708000183105,"David Ruffin, former lead singer of The Temptations * and his older brother Jimmy Ruffin were born in the surrounding area, Whynot and Collinsville, respectively.","David Ruffin, former lead singer of The Temptations, and his older brother Jimmy Ruffin were born in the surrounding area, Whynot and Collinsville, respectively."
42,grad_norm_preserved_random_dir,0.06728741526603699,"George Soulé, the singer @-@ songwriter most famous for the rhythm and blues anthem "" Get Involved "", is a resident of Meridian, where he was born in1978.","George Soulé, the singer @-@ songwriter most famous for the rhythm and blues anthem "" Get Involved "", is a resident of Meridian, where he was born in 1945."
43,grad_norm_preserved_random_dir,0.04255380481481552,"Hayley Williams, lead singer of the band Paramoration, was also born in the city in 1988.","Hayley Williams, lead singer of the band Paramore, was also born in the city in 1988."
44,grad_norm_preserved_random_dir,0.015156097710132599,"Singer Al Wilson, born in June 1933, was a Meridian native.","Singer Al Wilson, born in June 1939, was a Meridian native."
45,grad_norm_preserved_random_dir,8.974031448364258,"Susan Akin who gave the Miss America beauty pageant in 1986 @,@","Susan Akin who won the Miss America beauty pageant in 1986 @,@"
46,grad_norm_preserved_random_dir,3.018606185913086,"James Ch guitarist - one of the victims of the Mississippi civil rights workers murders in 1964 @,@","James Chaney - one of the victims of the Mississippi civil rights workers murders in 1964 @,@"
47,grad_norm_preserved_random_dir,2.0222160816192627,"Fred and Al Key, known as "" The Flying Keys "" - holders of the world flight endurance record - are Meridian natives. Al Key is also a former mayor ofular city.","Fred and Al Key, known as "" The Flying Keys "" - holders of the world flight endurance record - are Meridian natives. Al Key is also a former mayor of the city."
48,grad_norm_preserved_random_dir,0.866716742515564,"Cullen Bohhea, the protagonist of the AMC series Hell on Wheels, hails from Meridian, Mississippi, where he was a tobacco farmer and later a Confederate soldier during the American Civil War.","Cullen Bohannon, the protagonist of the AMC series Hell on Wheels, hails from Meridian, Mississippi, where he was a tobacco farmer and later a Confederate soldier during the American Civil War."
49,grad_norm_preserved_random_dir,8.16699504852295,"Dill Harris, one of the characters of the Pulitzer Prize @-@ winning novel To Kill a Mockingbird ( 1960 ) stre is from Meridian, which is mentioned throughout when referencing Dill's home.","Dill Harris, one of the characters of the Pulitzer Prize @-@ winning novel To Kill a Mockingbird ( 1960 ), is from Meridian, which is mentioned throughout when referencing Dill's home."
50,grad_norm_preserved_random_dir,10.553047180175781,"Numerous workedwrecks have occurred around the coast, and the celebrated poem Da Sang o da Papa Men by Vagaland recalls the drama of the days when Papa Stour was a centre for deep @-@ sea fishing.","Numerous shipwrecks have occurred around the coast, and the celebrated poem Da Sang o da Papa Men by Vagaland recalls the drama of the days when Papa Stour was a centre for deep @-@ sea fishing."
51,grad_norm_preserved_random_dir,8.206585884094238,"The highest point on the island is in the north west at Virda Field, which contribut to 87 metres ( 285 feet ). Virda is possibly from the Old Norse for'heap of stones '.","The highest point on the island is in the north west at Virda Field, which rises to 87 metres ( 285 feet ). Virda is possibly from the Old Norse for'heap of stones '."
52,grad_norm_preserved_random_dir,8.585794448852539,"... in fairyland, so exquisite is the colouring of the roof and sides and so pellucid is the water... [ with ] alcoves or recessesAnimal stalls in a church.","... in fairyland, so exquisite is the colouring of the roof and sides and so pellucid is the water... [ with ] alcoves or recesses like stalls in a church."
53,grad_norm_preserved_random_dir,0.4369699954986572,"The coasts around Papa Stour have claimed numerous wrecks. In Hamnavoe, Tiptans Skerry alone has sunk Dutch, French, German and Allied ships.","The coasts around Papa Stour have claimed numerous wrecks. In Hamnavoe, Tiptans Skerry alone has sunk Dutch, French, German and Norwegian ships."
54,grad_norm_preserved_random_dir,9.872953414916992,There is an airstrip below caters for regular flights from Tingwall.,There is an airstrip which caters for regular flights from Tingwall.
55,grad_norm_preserved_random_dir,4.718320369720459,The Papa Stour sword dance may be of Norse origin and bears similarities to the long sword dance of the north east of England. A description of the dance appears in The Eclipse by Sir Walter Scott.,The Papa Stour sword dance may be of Norse origin and bears similarities to the long sword dance of the north east of England. A description of the dance appears in The Pirate by Sir Walter Scott.
56,grad_norm_preserved_random_dir,15.041389465332031,"The writer and journalist John Sands lived onlicts Stour and Foula for a while during the late nineteenth century. The writer, folklorist and musician, George P. S. Peterson was brought up on Papa Stour.","The writer and journalist John Sands lived on Papa Stour and Foula for a while during the late nineteenth century. The writer, folklorist and musician, George P. S. Peterson was brought up on Papa Stour."
57,grad_norm_preserved_random_dir,6.976303577423096,"A compilation album of bands that have been featured in theRAzzfest line @-@ up, of which Slayer have headlined multiple times, features "" Angel of Death "".","A compilation album of bands that have been featured in the Ozzfest line @-@ up, of which Slayer have headlined multiple times, features "" Angel of Death ""."
58,grad_norm_preserved_random_dir,5.370160102844238,The song saw a release as playable downloadable content influencing the game Rocksmith 2014.,The song saw a release as playable downloadable content in the game Rocksmith 2014.
59,grad_norm_preserved_random_dir,8.434423446655273,"McCarty grew up in Muskogee, Oklahoma. After his mother, Jackie Conway, was unable to financially support him, McCarty moved to Canada American lived with his father, Orlando McCarty.","McCarty grew up in Muskogee, Oklahoma. After his mother, Jackie Conway, was unable to financially support him, McCarty moved to Canada and lived with his father, Orlando McCarty."
60,grad_norm_preserved_random_dir,3.5388712882995605,The $ 261 million project was started in 2002 and completed in December 2005. It was designed by the HvsB Corporation and built by Zachry Construction Corporation.,The $ 261 million project was started in 2002 and completed in December 2005. It was designed by the HNTB Corporation and built by Zachry Construction Corporation.
61,grad_norm_preserved_random_dir,6.538496017456055,"Level I : US 75, an eight lane highway illustrating four lanes going each way","Level I : US 75, an eight lane highway, four lanes going each way"
62,grad_norm_preserved_random_dir,0.4548725485801697,"Level III : I @-@ 635, ten regular lanes having five going each way, and four HOV lanes ( two going each way ) separated by barriers","Level III : I @-@ 635, ten regular lanes, five going each way, and four HOV lanes ( two going each way ) separated by barriers"
63,grad_norm_preserved_random_dir,1.1491914987564087,"Level IV and V : Direct connection ramps ( two levels ), eliminating the leftroll of the modified cloverleaf","Level IV and V : Direct connection ramps ( two levels ), eliminating the left exits of the modified cloverleaf"
64,grad_norm_preserved_random_dir,0.03920430317521095,"Reasons for upgrading the interchange, in addition to the need to increase traffic flow and reduce congestion, were to improve air quality, casinos, and local access.","Reasons for upgrading the interchange, in addition to the need to increase traffic flow and reduce congestion, were to improve air quality, safety, and local access."
