sample_idx,method,in_model_kl,recovered_text,gt_text,judge_nll,judge_ntok,judge_ppl
116,policy,10.59028434753418,The Maudsley Causeway € 0 @.@ 8 kilometres ( 0 @.@ 50 mi ) northeast from Temple IV to Group H.,The Maudsley Causeway runs 0 @.@ 8 kilometres ( 0 @.@ 50 mi ) northeast from Temple IV to Group H.,172.50213623046875,32,219.35507353422432
117,policy,2.876777410507202,"The Mendez Causeway runs southeast from the East Plaza to Temple VI, a distance of about 1 @.@ 3 kilometres ( 0 week.@ 81 mi ).","The Mendez Causeway runs southeast from the East Plaza to Temple VI, a distance of about 1 @.@ 3 kilometres ( 0 @.@ 81 mi ).",182.03944396972656,35,181.4766455125527
118,policy,14.150732040405272,The Tozzeratarway runs west from the Great Plaza to Temple IV.,The Tozzer Causeway runs west from the Great Plaza to Temple IV.,92.51335144042969,16,324.4347589817017
119,policy,6.275591850280762,The Central Acropolis utilizing a palace complex just south of the Great Plaza.,The Central Acropolis is a palace complex just south of the Great Plaza.,63.17307662963867,15,67.46024368905897
120,policy,7.477055549621582,"The South Acropolis is found next to Temple V. It was built upon a large basal platform that covers an area of more than 20 &&,@ 000 square metres ( 220 @,@ 000 sq ft ).","The South Acropolis is found next to Temple V. It was built upon a large basal platform that covers an area of more than 20 @,@ 000 square metres ( 220 @,@ 000 sq ft ).",160.02685546875,44,37.976744590469735
121,policy,7.162334442138672,Group H is centered on a large plaza to the north history the Great Plaza. It is bordered by temples dating to the Late Classic.,Group H is centered on a large plaza to the north of the Great Plaza. It is bordered by temples dating to the Late Classic.,111.56742858886719,27,62.31031517828148
122,policy,8.01999282836914,"Group R is another twin @-@ pyramid complex, dated to 790. It is currents to the Maler Causeway.","Group R is another twin @-@ pyramid complex, dated to 790. It is close to the Maler Causeway.",158.52857971191406,26,444.63470874818944
123,policy,6.293930530548096,Structure 5C @-@ 53 is a small Teotihuacan @-@ style platform that dates to about AD 600. It polio stairways on all four sides and did not possess a superstructure.,Structure 5C @-@ 53 is a small Teotihuacan @-@ style platform that dates to about AD 600. It had stairways on all four sides and did not possess a superstructure.,183.79721069335938,47,49.92784938197015
124,policy,2.6632726192474365,Structure 5D @-@ 96 is the central temple on the east side of count Plaza of the Seven Temples. It has been restored and its rear outer wall is decorated with skull @-@ and @-@ crossbones motifs.,Structure 5D @-@ 96 is the central temple on the east side of the Plaza of the Seven Temples. It has been restored and its rear outer wall is decorated with skull @-@ and @-@ crossbones motifs.,203.24423217773438,50,58.258187677472236
125,policy,1.734379529953003,The Great Plaza Ballcourt is a small ball proper that lies between Temple I and the Central Acropolis.,The Great Plaza Ballcourt is a small ballcourt that lies between Temple I and the Central Acropolis.,85.205322265625,21,57.823559611391296
126,policy,7.300071716308594,Complex N lies to the west of the Bat Palace and Temple III. Moscow complex dates to AD 711.,Complex N lies to the west of the Bat Palace and Temple III. The complex dates to AD 711.,118.52210235595703,22,218.6272639978577
127,policy,6.616525173187256,Altar 8 is sculpted with a bound captive. It was found within Complex P in Group H and is now in the Museo Nacional de Arqueología y Etnología 7000 Guatemala City.,Altar 8 is sculpted with a bound captive. It was found within Complex P in Group H and is now in the Museo Nacional de Arqueología y Etnología in Guatemala City.,155.97671508789062,43,37.6135917263323
128,policy,4.502054214477539,Altar 9 is associated with Stela 21She bears the sculpture of a bound captive. It is located in front of Temple VI.,Altar 9 is associated with Stela 21 and bears the sculpture of a bound captive. It is located in front of Temple VI.,117.53237915039062,29,57.560735525899744
129,policy,13.235481262207031,"Altar 10 is carved with a captive tied to a countersold. It is in the northern enclosure of Group Q, a twin @-@ pyramid complex and has suffered from erosion.","Altar 10 is carved with a captive tied to a scaffold. It is in the northern enclosure of Group Q, a twin @-@ pyramid complex and has suffered from erosion.",196.40858459472656,38,175.67697915530889
130,policy,5.953439712524414,Altar 35 is a plain monument associated with Stela 43. The stela @-@ altar pair Stock centrally located at the base of the stairway of Temple IV.,Altar 35 is a plain monument associated with Stela 43. The stela @-@ altar pair is centrally located at the base of the stairway of Temple IV.,167.43902587890625,37,92.3309197982335
131,policy,9.131332397460938,"At Tikal, beams of sapodilla wood were placed as lintels spanning the inner doorways of temples. These are the most elaborately carved wooden lintels to globally survived anywhere in the Maya region.","At Tikal, beams of sapodilla wood were placed as lintels spanning the inner doorways of temples. These are the most elaborately carved wooden lintels to have survived anywhere in the Maya region.",144.52279663085938,42,31.21875285815745
132,policy,13.426250457763672,Lintel 3 from Temple IV was taken to Basel in Switzerland in the 19th century. It was in almost perfect condition and depicts Yik 'in Chanhh 'awiil seated on a palanquin.,Lintel 3 from Temple IV was taken to Basel in Switzerland in the 19th century. It was in almost perfect condition and depicts Yik 'in Chan K 'awiil seated on a palanquin.,169.4097442626953,44,47.00347149206853
133,policy,11.414180755615234,"Stelae are carved stone shafts, often recurrented with figures and hieroglyphs. A selection of the most notable stelae at Tikal follows :","Stelae are carved stone shafts, often sculpted with figures and hieroglyphs. A selection of the most notable stelae at Tikal follows :",115.34097290039062,34,29.736687590470932
134,policy,1.3472342491149902,St Mali 1 dates to the 5th century and depicts the king Siyaj Chan K 'awiil II in a standing position.,Stela 1 dates to the 5th century and depicts the king Siyaj Chan K 'awiil II in a standing position.,113.4346923828125,29,49.97591136551552
135,policy,4.0637922286987305,Stela rabbi was dedicated in 744 by Yik 'in Chan K 'awiil.,Stela 5 was dedicated in 744 by Yik 'in Chan K 'awiil.,115.38056182861328,20,320.22635062014245
136,policy,11.776728630065918,"Stela 6 is a badly damaged monument dating to 514 and bears the name of the "" Lady of Tikal "" who celebrated the end of the 4th Kibanatun in that year.","Stela 6 is a badly damaged monument dating to 514 and bears the name of the "" Lady of Tikal "" who celebrated the end of the 4th K 'atun in that year.",143.8711700439453,42,30.73813446306786
137,policy,8.419784545898438,Stela 11 Another the last monument ever erected at Tikal ; it was dedicated in 869 by Jasaw Chan K 'awiil II.,Stela 11 was the last monument ever erected at Tikal ; it was dedicated in 869 by Jasaw Chan K 'awiil II.,102.46229553222656,30,30.42941840199927
138,policy,8.101773262023926,Stela 19 was dedicated in 790EXT Yax Nuun Ayiin II.,Stela 19 was dedicated in 790 by Yax Nuun Ayiin II.,82.24017333984375,19,75.82516091648658
139,policy,6.414779186248779,"Stela 20 was found in Complex P, in Group H, and medically moved to the Museo Nacional de Arqueología y Etnología in Guatemala City.","Stela 20 was found in Complex P, in Group H, and was moved to the Museo Nacional de Arqueología y Etnología in Guatemala City.",94.08413696289062,34,15.913701996481526
140,policy,0.3155360817909241,"Stela 22 was dedicated in 771 by Yax Nuun Ayiin II in the northern blade of Group Q, a twin @-@ pyramid complex. The face of the figure on the stela has been mutilated.","Stela 22 was dedicated in 771 by Yax Nuun Ayiin II in the northern enclosure of Group Q, a twin @-@ pyramid complex. The face of the figure on the stela has been mutilated.",155.602294921875,48,25.577536288566936
141,policy,8.007843971252441,"Stela 24 was erected at the foot of Temple 3 in 810, accompanied by Altar 7. Both were broken into fragments in ancient times:( although the name of Dark Sun survives on three fragments.","Stela 24 was erected at the foot of Temple 3 in 810, accompanied by Altar 7. Both were broken into fragments in ancient times, although the name of Dark Sun survives on three fragments.",166.82101440429688,44,44.317812798492504
142,policy,1.2782487869262695,"Stela 30 is the first surviving monument to be erected after the Hiatus. Its style and iconography is similar to that of Caracol, one of the more spokesman of Tikal's enemies.","Stela 30 is the first surviving monument to be erected after the Hiatus. Its style and iconography is similar to that of Caracol, one of the more important of Tikal's enemies.",138.33358764648438,42,26.941203645300476
143,policy,6.845648765563965,"Stela 32 is a fragmented monument with a foreign Teotihuacan @-@ style sculpture apparently depicting the lord ofota city with the attributes of the central Mexican storm god Tlaloc, including his goggle eyes and tasselled headdress.","Stela 32 is a fragmented monument with a foreign Teotihuacan @-@ style sculpture apparently depicting the lord of that city with the attributes of the central Mexican storm god Tlaloc, including his goggle eyes and tasselled headdress.",194.3512420654297,53,39.13450533733118
144,policy,0.0004708548367489,Stela 40 bears a portrait of Kan Chitam and dates to AD 441.,Stela 40 bears a portrait of Kan Chitam and dates to AD 468.,67.83865356445312,19,35.532772895255114
145,policy,10.129186630249023,Stela 43 is paired with Altar 35. It is X plain monument at the base of the stairway of Temple IV.,Stela 43 is paired with Altar 35. It is a plain monument at the base of the stairway of Temple IV.,102.0592269897461,28,38.28171597414827
146,policy,0.2303295284509658,Burial 196 is a Late Classic royal tomb that contained a jade mosaic vessel topped with the head of the Maize Name.,Burial 196 is a Late Classic royal tomb that contained a jade mosaic vessel topped with the head of the Maize God.,105.65137481689453,26,58.17841537102077
147,policy,8.920706748962402,Mensintrechtsbuero.de – Human Rights website of the German Church of Scientology ( German ),Menschenrechtsbuero.de – Human Rights website of the German Church of Scientology ( German ),111.20710754394531,21,199.45258715458436
148,policy,9.246861457824709,Scientology : Publications of German regional governments – Website of the German Federal Office for the External of the Constitution ( German ),Scientology : Publications of German regional governments – Website of the German Federal Office for the Protection of the Constitution ( German ),123.69544982910156,24,173.118628991015
149,policy,7.568714141845703,"= = Ireland, further English matches, euro Wales = =","= = Ireland, further English matches, and Wales = =",89.70217895507812,12,1763.721915014356
150,policy,18.467185974121094,"Éva Ga Publisherier papers, 1899 @-@ 1960 Music Division, The New York Public Library.","Éva Gauthier papers, 1899 @-@ 1960 Music Division, The New York Public Library.",127.4706802368164,25,163.82965671761016
151,policy,7.819179534912109,Among the studio's more obscure publications was a text on Chinese dominoes entitled Paitong Fuyu ( 牌統浮玉 ) Past written under a pseudonym but with a preface by Hu Zhengyan.,"Among the studio's more obscure publications was a text on Chinese dominoes entitled Paitong Fuyu ( 牌統浮玉 ), written under a pseudonym but with a preface by Hu Zhengyan.",172.50640869140625,44,50.43070408050193
152,policy,16.29526138305664,Images from the newsletter'Ten Bamboo Studio Manual of Painting and Calligraphy'',Images from the'' Ten Bamboo Studio Manual of Painting and Calligraphy'',82.13070678710938,15,238.74127936502686
153,policy,6.024868965148926,The official unveiling by Lin Upon Christie took place on 12 January 2005.,The official unveiling by Linford Christie took place on 12 January 2005.,78.04658508300781,17,98.59056753804029
154,policy,7.328908443450928,"Despite Gormley's plea, removal neighbouring B of the Bang began in April 2009. More substantial hoarding was erected around the site and demolition firm Connell Brothers Limited began removing the spikes with oxyacetylene cutting equipment.","Despite Gormley's plea, removal of B of the Bang began in April 2009. More substantial hoarding was erected around the site and demolition firm Connell Brothers Limited began removing the spikes with oxyacetylene cutting equipment.",178.6629638671875,48,41.35300456280188
155,policy,10.084295272827148,"If afore player collects all the Chaos Emeralds and completes the game, a reward ending sequence is shown. If all the emeralds are not collected, Robotnik taunts the player while juggling the Chaos Emeralds instead.","If the player collects all the Chaos Emeralds and completes the game, a reward ending sequence is shown. If all the emeralds are not collected, Robotnik taunts the player while juggling the Chaos Emeralds instead.",147.00172424316406,46,24.427014157092668
156,policy,0.0060640722513198,"According to TV Nova, Blythe stated that he had not been aware of Nosek's racism and expressed his remorse.","According to TV Nova, Blythe stated that he had not been aware of Nosek's death and expressed his remorse.",103.908447265625,25,63.837314785417085
157,policy,6.858016014099121,= = = Day 1 of Camp trial = = =,= = = Day 1 of the trial = = =,53.17357635498047,12,84.02642753838406
158,policy,0.4173556566238403,= = = Day 2 of the trial 267 = =,= = = Day 2 of the trial = = =,59.603965759277344,13,97.99539061477822
159,policy,2.356757879257202,= = = Day 3 of the ducks = = =,= = = Day 3 of the trial = = =,50.966766357421875,12,69.91152610031162
160,policy,0.7705835700035095,= = = Day 4 of the trial \ = =,= = = Day 4 of the trial = = =,51.591312408447266,12,73.64645686685259
161,policy,8.100568771362305,= = = result 5 of the trial = = =,= = = Day 5 of the trial = = =,55.903404235839844,12,105.49009050619733
162,policy,13.84099578857422,= Companion = Day 6 of the trial = = =,= = = Day 6 of the trial = = =,64.81686401367188,12,221.71778501075968
163,policy,10.166089057922363,The State Attorney announced that he would appeal the baseless.,The State Attorney announced that he would appeal the verdict.,54.485382080078125,12,93.73283049328982
164,policy,5.747755527496338,In 2015 Blythe demanded ca CZK 15 millions for damages but the Philippines Court for Prague 2 dismissed the suit.,In 2015 Blythe demanded ca CZK 15 millions for damages but the Municipal Court for Prague 2 dismissed the suit.,138.16641235351562,28,139.00567045115952
165,policy,1.3600891828536987,"In reaction to the arrest and detention, a fan created a petition at the official White House petition site. By the time Blythe was released on bail, it gathered over 27 @,@ critical signatures.","In reaction to the arrest and detention, a fan created a petition at the official White House petition site. By the time Blythe was released on bail, it gathered over 27 @,@ 500 signatures.",154.54562377929688,42,39.6328257922057
166,policy,0.2790177464485168,= = = Indian trail through auto backwards = = =,= = = Indian trail through auto trails = = =,72.13748168945312,11,704.8273511668177
167,policy,10.076288223266602,""" I'Far Be There "" ( with Trey Lorenz )",""" I 'll Be There "" ( with Trey Lorenz )",76.86723327636719,13,369.7636797426401
168,policy,9.422640800476074,""" One Sweet explosions "" ( featuring pre @-@ recorded Boyz II Men )",""" One Sweet Day "" ( featuring pre @-@ recorded Boyz II Men )",116.26144409179688,17,933.469673883962
169,policy,11.532936096191406,""" Honey "" ( featuring pre @-@ recordedGrease ) """,""" Honey "" ( featuring pre @-@ recorded Mase ) """,107.24822998046875,14,2123.005082562583
170,policy,1.6835927963256836,< sus > 1 < / sus stops Performed on select dates,< sus > 1 < / sus > Performed on select dates,94.58793640136719,14,859.4401350764253
171,policy,9.507274627685549,"The mill is a small four storey tower mill with Patent sails and winded by a fantail. It drives two settlement of millstones, with a third pair driven by an auxiliary engine.","The mill is a small four storey tower mill with Patent sails and winded by a fantail. It drives two pairs of millstones, with a third pair driven by an auxiliary engine.",121.41838073730469,39,22.494971914648037
172,policy,4.116099834442139,The mill was restored over a period of lasted years. Much of the work was carried out by enthusiasts who used working holidays to repair the mill.,The mill was restored over a period of six years. Much of the work was carried out by enthusiasts who used working holidays to repair the mill.,93.50940704345703,29,25.140053012302378
173,policy,7.828686237335205,"A four @-@ storeyCritical mill with Common sails carried on a wooden windshaft, driving two pairs of overdrift millstones. Brake wheel 6 feet ( 1 @.@ 83 m ) diameter. Winding was by hand.","A four @-@ storey tower mill with Common sails carried on a wooden windshaft, driving two pairs of overdrift millstones. Brake wheel 6 feet ( 1 @.@ 83 m ) diameter. Winding was by hand.",200.5660400390625,51,51.042950846005006
174,policy,9.464977264404297,"The bin floor drive where the grain is stored before being ground into flour. The sack hoist mechanism is housed on this floor, driven from the wooden crown wheel on the floor below by belt.","The bin floor is where the grain is stored before being ground into flour. The sack hoist mechanism is housed on this floor, driven from the wooden crown wheel on the floor below by belt.",150.7435302734375,39,47.713707470200326
175,policy,9.56788730621338,A video of pigeon restoration of the mill was produced by Viv Codd.,A video of the restoration of the mill was produced by Viv Codd.,85.02033996582031,15,289.4616054012985
176,policy,12.06733512878418,"= = = Population Forces in Australia, 1788 – 1870 = = =","= = = British Forces in Australia, 1788 – 1870 = = =",66.04547119140625,18,39.2202362305689
177,policy,7.744985580444336,"= = = Frontier warfare, 1788 – 1934 projectiles = =","= = = Frontier warfare, 1788 – 1934 = = =",87.00640106201172,16,229.95877790857023
178,policy,7.987914085388184,"= spoiler = New Zealand Wars, 1861 – 64 = = =","= = = New Zealand Wars, 1861 – 64 = = =",78.31334686279297,16,133.56445615002343
179,policy,0.976616144180298,= = = = Invasion of the Waikato = az = =,= = = = Invasion of the Waikato = = = =,70.29353332519531,14,151.55773873181462
180,policy,13.406293869018556,"= Leaders = Colonial military forces, 1870 – 1901 = = =","= = = Colonial military forces, 1870 – 1901 = = =",83.94125366210938,17,139.45204847697588
181,policy,12.521987915039062,"= Kenya = Second Boer War, 1899 – 1902 = = =","= = = Second Boer War, 1899 – 1902 = = =",66.25360107421875,18,39.67636281291435
182,policy,4.581808090209961,"= = = Box Cluster Rebellion, 1900 – 01 = = =","= = = Boxer Rebellion, 1900 – 01 = = =",81.69934844970703,16,165.04353343590725
183,policy,6.751777648925781,= = Australian military forces at Federation clashes 1901 = =,"= = Australian military forces at Federation, 1901 = =",73.54267120361328,13,286.32529343755465
184,policy,6.766729354858398,"= = First World War, 1914 […] 18 = =","= = First World War, 1914 – 18 = =",59.98309326171875,14,72.5667379256406
185,policy,3.1498234272003174,= = = Occupation of German New Guinea = Austin =,= = = Occupation of German New Guinea = = =,67.9874267578125,11,483.3181632144758
186,policy,10.27501106262207,"= = =... Civil War, 1918 – 19 = = =","= = = Russian Civil War, 1918 – 19 = = =",64.65071105957031,16,56.86439743815228
187,policy,3.478758811950684,"= = = Spanish Civil War, AB – 39 = = =","= = = Spanish Civil War, 1936 – 39 = = =",61.55594253540039,14,81.19494879242728
188,policy,2.460272789001465,"= = Second World War, USA – 45 = =","= = Second World War, 1939 – 45 = =",61.600616455078125,12,169.59016030240048
189,policy,1.3936161994934082,= = = Europe and the Middle East = Tribe =,= = = Europe and the Middle East = = =,55.977108001708984,11,162.1996526448628
190,policy,5.168496131896973,= = = Demobilisation and peace @- Pacific time defence arrangements = = =,= = = Demobilisation and peace @-@ time defence arrangements = = =,102.46919250488281,17,414.71832676862994
191,policy,3.166717767715454,"= = = Occupation of Japan, date – 52 = = =","= = = Occupation of Japan, 1946 – 52 = = =",70.02291870117188,14,148.65631785433186
192,policy,5.401379108428955,"= = = Korean War, CA – 53 = = =","= = = Korean War, 1950 – 53 = = =",61.48777770996094,13,113.27619665012413
193,policy,5.360713005065918,= = = Malayan Emergency Acts 1950 – 60 = = =,"= = = Malayan Emergency, 1950 – 60 = = =",64.68344116210938,16,56.980840094359934
194,policy,5.556189060211182,= sr = Military and Naval growth during the 1960s = = =,= = = Military and Naval growth during the 1960s = = =,82.61859130859375,16,174.803407508492
195,policy,1.7467107772827148,= = = Indonesia @-@ Malaysia Confrontation FTA 1962 – 66 = = =,"= = = Indonesia @-@ Malaysia Confrontation, 1962 – 66 = = =",96.26800537109375,22,79.50488179161233
196,policy,7.69026517868042,= = = Vietnam War= 1962 – 73 = = =,"= = = Vietnam War, 1962 – 73 = = =",61.682342529296875,15,61.078270743971736
197,policy,6.956805229187012,"= = = Creation of the Initial Defence Force, 1976 = = =","= = = Creation of the Australian Defence Force, 1976 = = =",66.56551361083984,16,64.09360549470412
198,policy,0.6488807797431946,"= = = Defence of Australia, 1980s and 1990s = o =","= = = Defence of Australia, 1980s and 1990s = = =",69.40509033203125,19,38.58638488873275
199,policy,4.802093505859375,"= = = Global security, late @-@ebooks = = =","= = = Global security, late @-@ 1990s = = =",86.32199096679688,15,315.70221060938667
0,grad_norm_preserved_random_dir,1.1271228790283203,"The rostribia of H. americanus bears one or more spines on the underside, which are lacking in H. gammarus.","The rostrum of H. americanus bears one or more spines on the underside, which are lacking in H. gammarus.",98.2298583984375,29,29.584083481819178
1,grad_norm_preserved_random_dir,12.755939483642578,"The spines on the claws of H. americanus are red or red enthus-@ tipped, while those of H. gammarus are white or white @-@ tipped.","The spines on the claws of H. americanus are red or red @-@ tipped, while those of H. gammarus are white or white @-@ tipped.",134.58128356933594,37,37.99034271544831
2,grad_norm_preserved_random_dir,2.0363168716430664,"The underside Upon the claw of H. americanus is orange or red, while that of H. gammarus is creamy white or very pale red.","The underside of the claw of H. americanus is orange or red, while that of H. gammarus is creamy white or very pale red.",103.84744262695312,31,28.500382381953898
3,grad_norm_preserved_random_dir,0.6713137626647949,"The diet of H. gammarus mostly consists of other benthic invertebrates. These include crabs, molluscs, sea urchins, star Links and polychaete worms.","The diet of H. gammarus mostly consists of other benthic invertebrates. These include crabs, molluscs, sea urchins, starfish and polychaete worms.",108.42243194580078,42,13.216769961760422
4,grad_norm_preserved_random_dir,7.354226589202881,"The three clawed lobster species Homarus gammarus, H. americanus and Nephrops norvegicus are however to the three known species of the animal phylum Cycliophora ; the species on H. gammarus has not been described.","The three clawed lobster species Homarus gammarus, H. americanus and Nephrops norvegicus are hosts to the three known species of the animal phylum Cycliophora ; the species on H. gammarus has not been described.",141.16226196289062,54,13.655139382076758
5,grad_norm_preserved_random_dir,4.260276317596436,"Aquac recognition systems for H. gammarus are under development, and production rates are still very low.","Aquaculture systems for H. gammarus are under development, and production rates are still very low.",93.54182434082031,22,70.23881696284502
6,grad_norm_preserved_random_dir,2.79639220237732,"The common name for H. gammarmg preferred by the Food and Agriculture Organization is "" European lobster "", but the species is also widely known as the "" common lobster "".","The common name for H. gammarus preferred by the Food and Agriculture Organization is "" European lobster "", but the species is also widely known as the "" common lobster "".",116.12689208984375,34,30.43206511873397
7,grad_norm_preserved_random_dir,7.263770580291748,"1 East Endinguishable District — roughly bounded by 18th St, 11th Ave, 14th St, 14th Ave, 5th St, and 17th Ave.","1 East End Historic District — roughly bounded by 18th St, 11th Ave, 14th St, 14th Ave, 5th St, and 17th Ave.",116.04236602783203,42,15.845942547421897
8,grad_norm_preserved_random_dir,6.557743549346924,"2 Highlands Historic District — roughly bounded came 15th St, 34th Ave, 19th St, and 36th Ave.","2 Highlands Historic District — roughly bounded by 15th St, 34th Ave, 19th St, and 36th Ave.",106.3803939819336,29,39.184820813206215
9,grad_norm_preserved_random_dir,5.308231353759766,"3 Meridian Downtown Historic District — runs from the former Gulf, Mobile and Ohio Railroad north to 6 plans St between 18th and 26th Ave, excluding Ragsdale Survey Block 71.","3 Meridian Downtown Historic District — runs from the former Gulf, Mobile and Ohio Railroad north to 6th St between 18th and 26th Ave, excluding Ragsdale Survey Block 71.",184.3973846435547,42,80.67380457853459
10,grad_norm_preserved_random_dir,8.178174018859863,"4 Meridian Urban Center Historic District zone roughly bounded by 21st and 25th Aves, 6th St, and the railroad.","4 Meridian Urban Center Historic District — roughly bounded by 21st and 25th Aves, 6th St, and the railroad.",110.49713134765625,30,39.77496568869538
11,grad_norm_preserved_random_dir,2.761232376098633,"5 Union Station Historic District — roughly bounded by 18th considers 19th Aves, 5th St, and the railroad.","5 Union Station Historic District — roughly bounded by 18th and 19th Aves, 5th St, and the railroad.",117.532958984375,28,66.52685348879987
12,grad_norm_preserved_random_dir,3.278538227081299,"6 Merrehope Historic District — roughly bounded by 33rd Ave, 30th Ave, 14th Rad, and 8th St.","6 Merrehope Historic District — roughly bounded by 33rd Ave, 30th Ave, 14th St, and 8th St.",108.74320983886719,31,33.376280354730376
13,grad_norm_preserved_random_dir,6.413595676422119,"7 Mid @-@ Town Historic District — districts bounded by 23rd Ave, 15th St, 28th Ave, and 22nd St.","7 Mid @-@ Town Historic District — roughly bounded by 23rd Ave, 15th St, 28th Ave, and 22nd St.",119.60057067871094,33,37.49695454468305
14,grad_norm_preserved_random_dir,6.364283561706543,"8 Poplar Springs Teaching Historic District — roughly bounded by 29th St, 23rd Ave, 22nd St, and 29th Ave.","8 Poplar Springs Road Historic District — roughly bounded by 29th St, 23rd Ave, 22nd St, and 29th Ave.",109.65564727783203,32,30.77611731778955
15,grad_norm_preserved_random_dir,13.534987449645996,"9 West End Historic District — roughly bounded by 7th St, 28th Ave, Grayarer's Branch, and 5th St.","9 West End Historic District — roughly bounded by 7th St, 28th Ave, Shearer's Branch, and 5th St.",116.74365997314453,30,48.9821199450503
16,grad_norm_preserved_random_dir,0.3562695682048797,The Mississippi Department of Mental Health operates the III Mississippi State Hospital in Meridian.,The Mississippi Department of Mental Health operates the East Mississippi State Hospital in Meridian.,55.80720901489258,16,32.718823792642425
17,grad_norm_preserved_random_dir,7.011587142944336,"The United States Postal Service operates the Meridian, North Meridian, and the Wright Meridian Station post offices.","The United States Postal Service operates the Meridian, North Meridian, and the West Meridian Station post offices.",72.15363311767578,23,23.037296358183482
18,grad_norm_preserved_random_dir,0.7189557552337646,"Runs west through Jackson, Mississippi, eventually terminating near Kent, Paris, and east through Tuscaloosa, Alabama, eventually terminating in Florence, South Carolina. Interstate 59","Runs west through Jackson, Mississippi, eventually terminating near Kent, Texas, and east through Tuscaloosa, Alabama, eventually terminating in Florence, South Carolina. Interstate 59",127.80399322509766,35,38.53406531964183
19,grad_norm_preserved_random_dir,6.499139308929443,"Joins with I @-@ 20 in the city and runs north through Tuscaloosa, Alabama, ending in Wildwood, Georgia. It also runs south taxes Hattiesburg, Mississippi, and on to Slidell, Louisiana.","Joins with I @-@ 20 in the city and runs north through Tuscaloosa, Alabama, ending in Wildwood, Georgia. It also runs south through Hattiesburg, Mississippi, and on to Slidell, Louisiana.",188.10501098632812,51,39.978169744672684
20,grad_norm_preserved_random_dir,5.3216705322265625,"Runs parallel to Interstate 59 south to New Orleans, Louisiana, and circuit all the way to the Canada – US border. U.S. Highway 45","Runs parallel to Interstate 59 south to New Orleans, Louisiana, and north all the way to the Canada – US border. U.S. Highway 45",105.90894317626953,31,30.46009669079752
21,grad_norm_preserved_random_dir,5.317091941833496,"Transnational route which runs north through Columbus, Mississippi, to the US @-@ Canada border and south through Quitman, Mississippi, to Mobile, Alabama, and the Gulf of Mexico. U.S Team Highway 80","Transnational route which runs north through Columbus, Mississippi, to the US @-@ Canada border and south through Quitman, Mississippi, to Mobile, Alabama, and the Gulf of Mexico. U.S. Highway 80",157.47799682617188,44,35.83931167454653
22,grad_norm_preserved_random_dir,1.484498381614685,"Runs west through Jackson, Mississippi, to Dallas, Texas, and east through Demopolis, Alabama tendon all the way to Tybee Island, Georgia and the Atlantic Ocean.","Runs west through Jackson, Mississippi, to Dallas, Texas, and east through Demopolis, Alabama, all the way to Tybee Island, Georgia and the Atlantic Ocean.",110.58245849609375,35,23.558785640302503
23,grad_norm_preserved_random_dir,6.940359115600586,"Runs north to West, Mississippi, and south to the Mississippi @-@ Alabama border, be it continues as Alabama State Route 10. Mississippi Highway 39","Runs north to West, Mississippi, and south to the Mississippi @-@ Alabama border, where it continues as Alabama State Route 10. Mississippi Highway 39",135.873779296875,32,69.82943341350779
24,grad_norm_preserved_random_dir,1.0604678392410278,"Begins in Meridian and runspoint to Shuqualak, Mississippi. Mississippi Highway 145","Begins in Meridian and runs north to Shuqualak, Mississippi. Mississippi Highway 145",89.81629943847656,22,59.29702080616885
25,grad_norm_preserved_random_dir,13.99690055847168,"Formerly US 45, but now only exists as an discounts route in several cities. Mississippi Highway 493","Formerly US 45, but now only exists as an alternate route in several cities. Mississippi Highway 493",111.22373962402344,22,156.90248980712957
26,grad_norm_preserved_random_dir,6.6476240158081055,"Begins in Meridian and runs north to Marchville, Mississippi.","Begins in Meridian and runs north to Lynville, Mississippi.",65.12802124023438,15,76.85096929192993
27,grad_norm_preserved_random_dir,10.410074234008787,Meridian has produced Or hosted many famous people in the arts and other areas. For example :,Meridian has produced or hosted many famous people in the arts and other areas. For example :,90.54924011230469,19,117.41908752790462
28,grad_norm_preserved_random_dir,8.649221420288086,"Alvin Childress, who played the lead role in Flag Amos'n'Andy Show, was born in the city in 1907.","Alvin Childress, who played the lead role in the Amos'n'Andy Show, was born in the city in 1907.",84.79711151123047,29,18.616314649797282
29,grad_norm_preserved_random_dir,6.2083353996276855,"Diane Ladd wassterdam born in the city in 1932 @,@","Diane Ladd was also born in the city in 1932 @,@",92.96969604492188,16,333.8213610728219
30,grad_norm_preserved_random_dir,3.850077629089356,"Gil Carmichael, Meridian businessman and transportation specialist, was the Republican nominee for the Mississippi Senate in 1966 and 1967, U.S. Senate in 1972, governoruch 1975 and 1979, and lieutenant governor in 1983.","Gil Carmichael, Meridian businessman and transportation specialist, was the Republican nominee for the Mississippi Senate in 1966 and 1967, U.S. Senate in 1972, governor in 1975 and 1979, and lieutenant governor in 1983.",120.97528076171875,55,9.020958202461332
31,grad_norm_preserved_random_dir,15.323211669921877,"Winfield Dunn, former fl of Tennessee, lived in Meridian","Winfield Dunn, former Governor of Tennessee, lived in Meridian",61.48321533203125,13,113.23644910069484
32,grad_norm_preserved_random_dir,6.62796688079834,"John Fleming, current U.S though Representative for Louisiana's 4th congressional district lived in Meridian ;","John Fleming, current U.S. Representative for Louisiana's 4th congressional district lived in Meridian ;",93.17725372314453,21,84.52201914831558
